,step,vertical_idx,horizontal_idx
0,7,0,3
1,7,4,3
2,12,1,3
3,14,0,1
4,15,2,4
5,20,2,1
6,22,4,4
7,25,4,4
8,28,2,4
9,30,1,3
10,30,3,4
11,37,3,2
12,42,3,2
13,44,1,4
14,49,2,2
15,50,4,1
16,50,1,1
17,55,2,1
18,63,1,0
19,67,0,1
20,67,4,0
21,70,2,4
22,74,4,4
23,85,0,2
24,85,4,0
25,90,1,4
26,90,3,3
27,91,1,4
28,91,4,4
29,132,2,2
30,136,3,4
31,137,0,1
32,137,1,2
33,139,1,1
34,140,0,4
35,141,1,4
36,147,4,4
37,149,0,1
38,157,1,1
39,160,4,2
40,164,1,3
41,169,3,3
42,175,1,4
43,178,3,4
44,183,3,0
45,186,0,0
46,186,3,1
47,190,1,3
48,196,3,4
49,198,4,2
