,step,vertical_idx,horizontal_idx
0,11,3,3
1,13,1,1
2,20,3,2
3,21,3,3
4,22,0,2
5,23,2,2
6,36,1,1
7,39,0,4
8,43,2,3
9,46,1,0
10,48,4,4
11,50,3,4
12,60,2,4
13,62,1,0
14,66,2,2
15,69,2,2
16,70,0,3
17,73,3,3
18,74,4,1
19,76,4,3
20,77,3,4
21,78,4,1
22,82,2,3
23,84,0,0
24,85,1,4
25,85,0,2
26,91,4,2
27,92,4,2
28,94,3,3
29,97,4,1
30,100,4,1
31,101,4,1
32,109,3,1
33,112,1,2
34,112,2,4
35,116,3,4
36,118,0,4
37,125,1,3
38,142,4,3
39,145,4,1
40,149,3,2
41,155,3,1
42,157,3,4
43,160,2,4
44,161,4,4
45,161,0,2
46,179,2,3
47,181,1,4
48,181,2,2
49,184,3,4
50,190,0,3
