,step,vertical_idx,horizontal_idx
0,4,4,1
1,4,4,3
2,5,3,2
3,10,0,3
4,21,3,2
5,22,1,0
6,30,3,3
7,31,2,3
8,32,1,3
9,33,3,4
10,52,1,2
11,55,3,2
12,64,4,1
13,66,3,2
14,71,3,3
15,72,3,2
16,75,4,4
17,79,3,4
18,89,3,3
19,90,0,2
20,93,0,1
21,96,4,1
22,99,4,2
23,100,4,4
24,109,1,4
25,120,2,4
26,122,4,1
27,125,0,2
28,127,0,4
29,127,4,0
30,131,1,4
31,135,1,3
32,139,2,4
33,145,0,3
34,146,1,4
35,152,3,0
36,163,2,3
37,167,1,4
38,176,4,0
39,180,3,3
40,180,1,0
41,184,3,0
42,188,3,4
43,189,3,2
44,190,1,4
45,199,2,1
