,step,vertical_idx,horizontal_idx
0,1,4,2
1,4,2,3
2,8,4,4
3,9,1,3
4,20,2,3
5,21,1,0
6,23,2,1
7,26,0,3
8,28,4,0
9,31,2,4
10,38,1,4
11,43,0,2
12,43,0,4
13,44,3,4
14,44,1,0
15,49,3,4
16,67,2,4
17,71,4,2
18,73,3,4
19,73,1,1
20,74,0,4
21,78,1,0
22,81,2,3
23,84,3,3
24,85,4,1
25,87,2,1
26,92,3,0
27,96,2,4
28,98,1,2
29,103,1,3
30,108,1,4
31,117,3,2
32,125,4,2
33,128,3,2
34,135,1,1
35,141,3,1
36,142,0,0
37,148,3,3
38,155,3,2
39,156,0,1
40,156,2,4
41,158,0,2
42,167,2,3
43,175,4,0
44,180,1,2
45,183,0,0
46,188,0,4
47,188,4,4
48,192,1,0
49,194,2,2
50,195,0,0
