,step,vertical_idx,horizontal_idx
0,3,4,1
1,12,3,0
2,17,3,0
3,17,0,2
4,18,2,4
5,21,0,3
6,22,4,4
7,23,0,3
8,24,0,2
9,25,1,1
10,30,3,3
11,30,4,2
12,47,0,1
13,48,2,1
14,52,0,2
15,54,3,0
16,60,0,4
17,80,4,4
18,80,1,0
19,85,0,2
20,88,3,2
21,91,4,1
22,93,4,0
23,99,1,1
24,114,0,1
25,116,0,3
26,117,4,0
27,118,0,2
28,130,0,0
29,144,1,4
30,147,3,0
31,148,0,4
32,150,1,0
33,151,0,1
34,155,0,2
35,166,3,4
36,171,4,1
37,173,3,1
38,174,0,1
39,181,0,4
40,184,0,1
41,184,3,3
42,185,1,3
43,186,1,2
44,193,0,2
45,196,3,1
46,196,2,4
47,199,4,2
