,step,vertical_idx,horizontal_idx
0,4,4,4
1,12,3,2
2,21,3,3
3,22,1,1
4,25,1,3
5,36,3,3
6,38,0,4
7,40,4,0
8,46,3,1
9,56,0,4
10,69,3,4
11,71,4,0
12,71,2,4
13,74,3,4
14,78,0,0
15,78,3,4
16,81,2,2
17,90,3,3
18,91,2,2
19,92,3,1
20,98,1,4
21,110,2,4
22,120,2,1
23,127,4,3
24,128,4,2
25,132,0,2
26,137,1,1
27,143,2,4
28,143,4,3
29,144,1,1
30,149,1,4
31,151,4,2
32,155,1,4
33,156,1,0
34,157,4,3
35,164,4,1
36,167,1,3
37,167,3,2
38,171,4,4
39,173,3,2
40,174,1,2
41,174,4,0
42,175,0,1
43,176,2,2
44,182,2,4
45,182,4,4
46,183,0,2
47,193,3,2
48,195,0,1
