,step,vertical_idx,horizontal_idx
0,6,0,3
1,14,0,3
2,15,4,4
3,22,2,1
4,23,4,1
5,24,3,0
6,25,4,1
7,35,2,4
8,36,4,4
9,42,0,1
10,44,1,4
11,45,1,4
12,50,4,3
13,54,0,2
14,60,3,2
15,63,3,0
16,64,3,4
17,65,4,4
18,81,2,3
19,87,4,4
20,89,0,3
21,92,3,3
22,104,0,2
23,110,4,2
24,111,4,3
25,115,4,0
26,116,4,1
27,119,4,1
28,123,0,0
29,128,2,1
30,134,4,4
31,137,4,4
32,138,0,3
33,139,3,1
34,140,4,0
35,146,2,1
36,148,3,1
37,155,1,1
38,162,4,0
39,170,1,4
40,173,3,4
41,174,3,2
42,176,0,3
43,179,1,3
44,189,0,1
45,190,3,3
46,196,2,1
47,200,2,4
