,step,vertical_idx,horizontal_idx
0,1,2,3
1,5,0,3
2,19,4,4
3,20,2,1
4,24,1,3
5,27,2,2
6,33,0,4
7,43,2,2
8,49,2,2
9,62,0,0
10,69,1,4
11,70,2,3
12,71,3,3
13,78,3,2
14,79,2,4
15,91,0,3
16,93,2,4
17,94,2,1
18,102,1,0
19,105,4,3
20,106,0,4
21,110,4,4
22,111,3,3
23,111,4,3
24,115,1,0
25,115,4,0
26,116,4,4
27,119,2,4
28,123,3,1
29,128,1,0
30,130,2,4
31,138,3,3
32,147,4,3
33,153,2,3
34,156,0,1
35,161,1,1
36,165,4,3
37,166,1,4
38,178,0,3
39,179,2,3
40,187,4,4
41,190,1,1
42,192,1,2
43,194,0,0
44,194,3,2
45,196,3,2
46,200,3,1
