,step,vertical_idx,horizontal_idx
0,1,3,0
1,5,1,1
2,6,4,3
3,7,4,0
4,14,3,2
5,17,2,4
6,18,3,0
7,22,0,0
8,32,0,1
9,36,2,3
10,44,2,4
11,49,1,1
12,49,3,2
13,62,3,1
14,65,4,4
15,73,4,3
16,87,0,2
17,87,3,2
18,88,0,1
19,89,2,1
20,89,4,3
21,91,0,0
22,92,2,4
23,96,1,4
24,100,2,2
25,102,4,1
26,103,1,2
27,106,0,2
28,112,1,1
29,113,4,4
30,118,0,2
31,119,3,3
32,120,4,3
33,129,2,1
34,131,4,4
35,133,0,3
36,133,4,4
37,139,4,3
38,140,4,3
39,143,0,1
40,143,1,3
41,145,1,1
42,146,0,3
43,147,2,1
44,148,0,3
45,151,0,2
46,151,1,0
47,158,4,3
48,160,0,3
49,164,3,2
50,166,0,3
51,171,3,0
52,181,2,3
53,184,2,4
54,189,0,2
55,192,1,0
56,196,3,1
