,step,vertical_idx,horizontal_idx
0,8,3,0
1,16,1,2
2,19,3,1
3,20,4,4
4,22,1,1
5,23,3,2
6,25,4,1
7,34,2,2
8,35,3,3
9,44,3,3
10,46,1,1
11,49,0,0
12,50,3,3
13,57,3,1
14,60,0,0
15,67,2,2
16,67,2,4
17,72,0,0
18,72,0,4
19,77,1,2
20,82,4,1
21,96,2,3
22,99,4,4
23,100,0,3
24,102,3,1
25,106,3,2
26,108,1,2
27,113,3,2
28,114,3,1
29,117,0,1
30,119,1,3
31,119,3,3
32,125,3,3
33,126,2,1
34,129,4,2
35,133,2,2
36,139,2,1
37,140,2,2
38,142,4,4
39,146,2,4
40,149,0,4
41,156,2,1
42,161,1,2
43,164,1,4
44,165,3,4
45,173,0,0
46,173,0,3
47,177,3,0
48,182,1,4
49,192,2,1
50,193,4,0
