,step,vertical_idx,horizontal_idx
0,1,3,2
1,2,0,0
2,10,0,4
3,11,3,1
4,23,4,0
5,25,3,1
6,26,0,4
7,31,1,3
8,35,4,3
9,40,2,3
10,41,0,3
11,50,3,0
12,52,0,3
13,54,2,1
14,59,3,2
15,66,2,2
16,67,1,2
17,73,3,0
18,78,1,4
19,88,3,1
20,92,1,4
21,100,3,1
22,110,0,3
23,117,0,1
24,122,0,0
25,124,2,1
26,125,0,3
27,125,2,1
28,129,0,0
29,135,3,2
30,137,4,3
31,144,0,0
32,152,2,3
33,156,0,3
34,156,3,2
35,159,1,1
36,166,3,3
37,174,0,4
38,174,2,1
39,189,3,2
40,191,1,4
41,193,0,4
42,194,0,3
43,194,4,3
44,195,3,1
45,195,3,2
46,197,2,1
