,step,vertical_idx,horizontal_idx
0,1,1,4
1,13,4,0
2,22,3,1
3,23,2,3
4,30,3,3
5,34,2,3
6,38,4,4
7,43,1,3
8,46,4,0
9,71,0,3
10,71,2,1
11,73,4,4
12,80,0,2
13,86,0,2
14,87,2,3
15,91,2,4
16,94,3,1
17,97,4,3
18,99,4,0
19,100,4,4
20,101,0,4
21,103,2,1
22,103,3,1
23,104,0,4
24,109,0,4
25,111,3,1
26,112,2,1
27,112,4,0
28,115,1,4
29,122,0,0
30,122,0,3
31,124,2,4
32,128,1,3
33,128,3,2
34,136,1,4
35,151,4,2
36,152,0,0
37,153,3,2
38,169,1,1
39,171,3,2
40,175,3,0
41,179,0,3
42,182,1,3
43,184,1,1
44,187,0,3
45,188,3,0
46,192,1,0
47,193,0,3
48,193,2,3
49,198,3,0
50,200,2,1
