,step,vertical_idx,horizontal_idx
0,1,0,4
1,13,3,1
2,18,3,3
3,19,1,4
4,26,3,0
5,29,1,0
6,30,1,2
7,30,1,3
8,32,2,4
9,34,3,3
10,36,2,4
11,40,2,4
12,42,4,3
13,44,1,0
14,44,2,1
15,50,0,2
16,57,2,4
17,57,4,3
18,58,4,4
19,62,3,1
20,63,1,4
21,71,2,1
22,73,0,3
23,75,2,1
24,76,0,1
25,79,2,1
26,82,1,3
27,87,4,0
28,88,2,4
29,89,1,1
30,94,0,1
31,98,2,1
32,106,3,0
33,106,3,2
34,107,0,4
35,107,1,4
36,120,3,1
37,122,3,2
38,128,1,4
39,130,3,1
40,131,0,0
41,134,2,1
42,134,4,0
43,135,2,3
44,140,3,0
45,142,3,0
46,147,2,3
47,147,4,4
48,152,0,0
49,154,2,2
50,164,2,3
51,171,4,4
52,175,4,3
53,181,4,4
54,193,3,2
55,196,4,0
56,198,1,4
57,198,4,0
58,200,4,4
