,step,vertical_idx,horizontal_idx
0,2,0,4
1,3,3,2
2,12,1,2
3,16,0,4
4,16,3,3
5,19,1,0
6,32,2,3
7,33,2,3
8,42,3,1
9,44,1,3
10,45,1,2
11,46,2,1
12,48,0,2
13,54,3,4
14,57,4,3
15,59,0,3
16,63,4,0
17,68,2,3
18,69,1,0
19,70,4,1
20,71,3,3
21,75,0,3
22,84,1,4
23,92,3,1
24,93,3,2
25,95,4,3
26,99,2,3
27,104,1,4
28,124,1,1
29,127,0,4
30,127,2,3
31,138,0,3
32,152,0,1
33,154,0,0
34,157,0,0
35,158,1,0
36,160,0,2
37,164,0,4
38,167,0,1
39,171,0,2
40,173,2,2
41,174,4,3
42,175,2,4
43,178,3,3
44,180,0,0
45,188,0,3
46,188,3,1
47,192,0,0
48,194,1,4
49,200,1,2
