,step,vertical_idx,horizontal_idx
0,3,3,2
1,12,0,2
2,14,3,0
3,16,3,3
4,17,4,4
5,20,2,1
6,21,0,0
7,30,1,2
8,31,2,4
9,35,0,3
10,38,2,3
11,48,4,4
12,50,3,2
13,55,3,2
14,60,0,4
15,70,0,1
16,72,2,1
17,72,4,4
18,79,3,1
19,81,1,4
20,92,3,2
21,95,3,3
22,99,4,1
23,102,3,0
24,105,1,0
25,108,4,2
26,116,0,4
27,120,0,2
28,121,4,1
29,122,0,3
30,126,2,1
31,129,3,1
32,129,4,4
33,130,1,3
34,132,0,1
35,134,3,1
36,142,1,0
37,164,2,4
38,165,3,1
39,172,0,3
40,172,3,1
41,177,1,4
42,179,4,3
43,180,2,1
44,182,0,1
45,185,1,3
46,189,2,4
47,195,4,3
48,198,3,2
