,step,vertical_idx,horizontal_idx
0,6,2,2
1,8,4,3
2,10,2,1
3,12,1,4
4,17,4,3
5,19,3,4
6,25,2,3
7,27,3,3
8,29,1,1
9,30,3,2
10,32,3,1
11,37,3,0
12,39,0,3
13,40,2,2
14,49,0,4
15,55,0,4
16,66,1,1
17,67,2,2
18,80,3,1
19,82,3,1
20,85,0,2
21,104,1,3
22,106,0,4
23,106,1,1
24,108,1,3
25,110,0,4
26,113,0,3
27,113,3,1
28,118,1,2
29,122,4,3
30,127,3,2
31,129,4,1
32,130,1,2
33,131,0,3
34,135,1,1
35,141,4,4
36,147,2,2
37,149,2,3
38,153,2,1
39,155,2,1
40,156,1,1
41,156,3,3
42,157,1,4
43,163,3,1
44,168,3,1
45,169,1,1
46,171,4,3
47,175,4,4
48,176,3,1
49,179,1,2
50,179,3,1
51,179,4,4
52,190,3,0
53,198,2,4
54,198,4,1
