,step,vertical_idx,horizontal_idx
0,3,3,1
1,5,3,3
2,9,1,0
3,14,2,2
4,16,0,3
5,18,1,4
6,23,4,0
7,25,4,4
8,32,3,1
9,40,1,4
10,42,4,0
11,58,0,0
12,72,4,2
13,74,1,1
14,76,4,3
15,82,2,1
16,88,2,3
17,89,2,4
18,95,2,1
19,98,3,3
20,104,4,4
21,106,3,1
22,106,3,2
23,112,2,1
24,117,1,4
25,118,1,4
26,119,0,4
27,121,1,3
28,127,4,4
29,138,3,3
30,139,0,3
31,141,0,0
32,147,3,0
33,149,3,0
34,150,4,0
35,156,0,4
36,160,2,1
37,161,0,0
38,168,2,1
39,168,4,4
40,175,3,3
41,179,1,4
42,181,4,4
43,182,3,1
44,184,2,4
45,186,1,2
46,186,4,3
47,191,2,3
48,192,3,3
49,196,1,3
50,197,2,2
51,200,4,1
