,step,vertical_idx,horizontal_idx
0,3,4,0
1,7,1,0
2,10,0,2
3,16,1,2
4,17,0,0
5,19,0,2
6,19,1,1
7,20,2,3
8,23,0,4
9,25,0,4
10,33,3,4
11,35,3,1
12,39,3,1
13,45,3,1
14,53,0,4
15,57,3,0
16,60,1,2
17,64,0,0
18,65,2,1
19,66,2,2
20,70,0,4
21,73,4,1
22,76,0,3
23,81,1,2
24,99,2,1
25,106,1,0
26,112,0,4
27,112,3,4
28,115,0,4
29,119,2,1
30,131,2,1
31,140,1,2
32,149,1,4
33,151,0,3
34,154,0,1
35,158,0,2
36,160,1,1
37,166,4,3
38,170,3,0
39,175,4,4
40,176,2,2
41,177,3,0
42,178,1,4
43,179,0,3
44,179,3,2
45,195,1,1
