,step,vertical_idx,horizontal_idx
0,3,1,1
1,8,1,2
2,12,3,0
3,17,4,0
4,24,3,1
5,25,0,1
6,38,0,3
7,45,1,1
8,52,3,3
9,56,3,0
10,64,0,0
11,69,0,3
12,70,1,0
13,83,3,1
14,86,2,3
15,87,2,1
16,95,0,2
17,103,2,1
18,105,0,3
19,105,3,2
20,108,0,3
21,109,3,0
22,113,3,1
23,123,4,0
24,125,0,4
25,129,3,1
26,134,4,4
27,144,3,1
28,147,1,1
29,147,3,3
30,149,3,1
31,151,3,4
32,155,2,2
33,160,0,0
34,166,1,4
35,170,3,0
36,178,0,4
37,186,3,3
38,187,3,1
39,190,0,1
40,192,2,4
41,193,0,4
42,197,1,0
43,197,3,0
44,198,0,1
45,199,2,4
46,200,1,4
