,step,vertical_idx,horizontal_idx
0,5,3,0
1,6,3,2
2,8,4,4
3,16,3,3
4,18,0,3
5,19,2,3
6,21,1,4
7,28,1,1
8,28,3,2
9,32,4,3
10,48,2,1
11,53,4,1
12,56,0,4
13,69,4,0
14,71,3,3
15,77,1,1
16,88,1,0
17,89,1,2
18,90,1,0
19,91,1,4
20,93,1,3
21,94,0,0
22,99,0,0
23,114,3,1
24,115,0,3
25,121,0,0
26,125,0,3
27,130,1,1
28,139,4,3
29,145,2,1
30,162,2,4
31,167,0,1
32,167,2,1
33,169,2,1
34,170,1,3
35,173,0,4
36,174,4,0
37,179,1,4
38,180,1,2
39,184,2,3
40,187,2,4
41,187,4,0
42,190,3,1
43,192,0,0
44,193,0,3
45,200,0,0
