,step,vertical_idx,horizontal_idx
0,1,3,0
1,1,4,4
2,9,0,3
3,25,2,3
4,28,0,4
5,30,3,3
6,31,1,3
7,31,3,1
8,51,3,3
9,54,4,0
10,58,1,0
11,61,1,0
12,65,2,2
13,71,2,4
14,72,3,2
15,92,1,1
16,105,1,4
17,108,3,3
18,117,1,4
19,123,1,2
20,125,3,0
21,128,0,3
22,128,3,3
23,144,3,1
24,144,3,3
25,147,1,0
26,155,2,3
27,156,3,2
28,157,2,1
29,158,1,4
30,158,2,2
31,161,3,0
32,164,0,2
33,172,0,0
34,173,2,1
35,178,1,1
36,179,3,1
37,180,2,4
38,182,0,0
39,182,0,1
40,190,0,0
41,193,4,1
42,197,1,1
43,200,3,3
44,200,4,4
