,step,vertical_idx,horizontal_idx
0,1,0,3
1,7,1,3
2,9,4,1
3,15,2,2
4,15,3,3
5,16,4,4
6,18,2,3
7,19,0,3
8,20,0,4
9,22,2,3
10,22,4,4
11,23,4,3
12,28,1,4
13,29,3,3
14,31,1,2
15,33,2,1
16,39,1,0
17,43,2,3
18,46,0,4
19,51,0,0
20,59,1,3
21,67,0,2
22,72,2,3
23,74,0,3
24,76,2,1
25,80,2,3
26,80,4,3
27,92,2,1
28,100,1,2
29,106,4,2
30,109,0,2
31,119,0,0
32,128,2,3
33,130,3,2
34,140,2,4
35,147,0,4
36,156,0,1
37,159,1,4
38,164,3,0
39,168,1,4
40,170,3,0
41,171,4,3
42,173,0,0
43,176,0,2
44,180,4,0
45,181,0,0
46,181,3,1
47,182,3,0
48,189,1,1
