,step,vertical_idx,horizontal_idx
0,1,3,1
1,6,2,1
2,16,2,3
3,20,3,1
4,21,3,3
5,22,1,3
6,29,2,1
7,36,2,4
8,36,3,1
9,38,4,4
10,42,3,3
11,44,1,4
12,44,3,1
13,44,4,1
14,50,2,1
15,55,0,4
16,58,2,1
17,62,1,3
18,69,3,3
19,71,0,4
20,75,2,3
21,79,0,0
22,79,2,3
23,82,3,2
24,93,2,4
25,105,2,1
26,106,0,3
27,106,3,3
28,108,2,3
29,110,3,3
30,112,0,3
31,120,4,1
32,131,0,4
33,132,0,1
34,132,4,3
35,134,4,0
36,149,0,3
37,150,0,0
38,163,0,4
39,164,1,0
40,172,2,2
41,177,4,3
42,178,0,0
43,179,3,1
44,182,3,1
45,183,1,3
46,187,2,1
47,192,1,3
48,193,3,3
49,196,0,0
50,197,3,3
