,step,vertical_idx,horizontal_idx
0,6,1,2
1,7,1,2
2,8,2,4
3,11,3,0
4,21,2,2
5,41,3,2
6,43,2,4
7,46,4,3
8,57,0,3
9,61,0,0
10,65,0,3
11,65,2,4
12,67,3,1
13,69,3,1
14,75,0,3
15,86,3,1
16,87,0,3
17,87,4,3
18,88,3,3
19,89,4,4
20,90,1,1
21,91,0,4
22,91,3,3
23,93,4,4
24,94,1,3
25,95,3,0
26,107,1,1
27,108,1,4
28,118,2,2
29,120,2,2
30,125,2,4
31,126,4,4
32,132,0,1
33,132,0,4
34,134,3,2
35,136,1,4
36,145,0,1
37,147,0,3
38,149,2,1
39,151,1,2
40,151,1,4
41,155,0,0
42,158,3,1
43,159,3,3
44,169,3,2
45,171,2,1
46,175,4,4
47,179,3,3
48,183,3,2
49,190,4,0
50,200,3,2
