,step,vertical_idx,horizontal_idx
0,1,2,1
1,4,0,3
2,5,3,0
3,9,0,3
4,16,1,2
5,17,3,0
6,24,0,4
7,24,4,1
8,25,4,0
9,28,1,4
10,28,3,2
11,31,2,4
12,34,0,3
13,39,3,0
14,44,2,4
15,46,1,1
16,47,1,4
17,53,2,2
18,56,0,0
19,59,0,0
20,60,1,3
21,63,3,1
22,67,0,0
23,68,0,1
24,74,0,3
25,74,2,1
26,78,3,3
27,79,2,3
28,83,2,3
29,85,1,1
30,87,4,3
31,107,3,1
32,116,0,1
33,138,3,3
34,146,1,3
35,152,3,1
36,161,2,2
37,161,3,0
38,162,1,2
39,162,2,1
40,164,1,2
41,168,2,4
42,168,3,3
43,171,4,4
44,177,1,4
45,187,0,3
46,188,2,1
47,195,2,1
