,step,vertical_idx,horizontal_idx
0,1,3,0
1,3,1,2
2,4,0,4
3,7,0,0
4,12,2,3
5,13,2,1
6,13,3,3
7,13,4,4
8,14,1,4
9,15,1,4
10,16,0,3
11,16,3,1
12,18,0,0
13,25,1,4
14,30,3,0
15,41,2,2
16,41,4,4
17,42,2,4
18,43,3,3
19,47,0,1
20,53,1,4
21,54,0,4
22,57,4,1
23,58,1,0
24,59,2,3
25,63,1,2
26,67,1,4
27,68,2,2
28,69,2,2
29,71,2,1
30,75,0,0
31,78,4,4
32,80,0,4
33,88,4,3
34,90,3,1
35,95,0,2
36,96,2,1
37,101,2,3
38,104,3,1
39,105,3,1
40,106,3,0
41,109,3,2
42,109,4,4
43,110,3,1
44,120,3,1
45,123,1,1
46,124,0,3
47,125,0,1
48,129,4,4
49,133,0,0
50,134,4,4
51,142,1,2
52,153,2,4
53,155,2,1
54,161,4,1
55,163,1,2
56,166,1,1
57,178,0,0
58,186,0,1
