,step,vertical_idx,horizontal_idx
0,2,0,3
1,2,3,0
2,8,2,4
3,10,3,2
4,12,0,0
5,17,1,3
6,33,0,2
7,36,1,1
8,45,2,1
9,48,3,2
10,68,4,3
11,70,2,4
12,70,3,4
13,72,0,0
14,73,3,1
15,81,0,0
16,84,1,4
17,88,3,0
18,91,2,4
19,93,4,3
20,95,4,1
21,112,1,2
22,112,1,4
23,112,3,0
24,120,4,2
25,122,1,2
26,126,2,3
27,133,3,0
28,135,0,1
29,138,2,2
30,139,0,3
31,140,0,0
32,144,2,1
33,147,4,4
34,148,3,0
35,158,0,0
36,158,0,4
37,160,0,3
38,161,2,1
39,162,1,1
40,164,0,0
41,170,0,1
42,170,4,3
43,174,4,4
44,175,0,3
45,176,2,4
46,183,4,4
47,198,0,0
48,199,0,3
49,200,0,3
