,step,vertical_idx,horizontal_idx
0,6,0,3
1,15,1,4
2,17,3,1
3,19,2,3
4,21,0,1
5,21,1,3
6,26,4,3
7,30,2,1
8,42,0,4
9,42,3,1
10,43,0,4
11,51,2,3
12,60,0,3
13,61,0,0
14,72,0,0
15,73,2,3
16,84,0,1
17,93,0,1
18,100,2,3
19,101,4,3
20,103,2,1
21,105,3,4
22,107,1,4
23,108,0,1
24,108,4,3
25,109,2,3
26,116,2,3
27,126,4,3
28,128,2,3
29,131,1,3
30,134,3,3
31,134,4,4
32,135,3,2
33,136,3,4
34,140,4,3
35,146,2,2
36,146,3,0
37,163,0,4
38,163,2,3
39,166,1,1
40,166,4,2
41,168,4,4
42,178,3,1
43,185,4,4
44,189,4,1
45,194,2,3
46,194,3,1
47,195,1,3
48,199,2,1
