,step,vertical_idx,horizontal_idx
0,6,3,2
1,8,2,2
2,14,2,3
3,16,3,3
4,19,2,1
5,29,0,4
6,42,2,3
7,43,3,3
8,49,3,0
9,53,0,3
10,64,1,3
11,65,1,2
12,75,2,1
13,77,0,1
14,78,1,3
15,80,2,4
16,81,0,3
17,85,2,3
18,91,1,3
19,100,2,3
20,101,0,0
21,104,2,3
22,106,0,0
23,108,0,3
24,110,0,3
25,110,3,3
26,116,1,1
27,120,2,1
28,125,3,3
29,126,2,3
30,127,2,4
31,128,0,1
32,130,1,2
33,133,1,3
34,134,0,2
35,140,2,1
36,141,0,0
37,142,0,4
38,143,2,3
39,156,2,1
40,160,0,0
41,164,0,4
42,173,2,3
43,176,1,4
44,178,3,3
45,197,1,0
