,step,vertical_idx,horizontal_idx
0,2,1,3
1,3,0,4
2,4,3,0
3,5,2,3
4,7,0,0
5,7,3,3
6,11,3,3
7,15,2,4
8,19,1,1
9,31,1,0
10,32,1,2
11,40,3,3
12,43,1,0
13,45,3,3
14,51,0,0
15,56,2,3
16,59,3,1
17,61,1,1
18,70,0,3
19,78,3,3
20,86,0,0
21,87,2,3
22,87,3,1
23,91,0,2
24,95,4,4
25,96,3,1
26,100,0,0
27,100,2,1
28,102,4,0
29,108,0,3
30,111,1,2
31,112,4,4
32,113,1,1
33,118,1,4
34,119,2,3
35,142,1,2
36,142,3,4
37,143,2,2
38,144,0,3
39,146,0,4
40,147,3,2
41,157,0,0
42,157,3,2
43,159,2,2
44,161,3,2
45,164,1,0
46,175,2,1
47,175,3,2
48,195,4,4
49,196,4,3
