,step,vertical_idx,horizontal_idx
0,7,0,0
1,11,2,1
2,17,3,1
3,23,1,2
4,24,0,1
5,29,2,4
6,33,1,4
7,42,0,1
8,42,0,3
9,50,1,3
10,50,2,2
11,51,2,1
12,55,4,0
13,58,3,3
14,60,2,4
15,62,3,0
16,65,1,1
17,79,4,3
18,89,0,3
19,92,2,4
20,99,1,1
21,105,1,0
22,112,3,1
23,115,1,3
24,121,2,2
25,121,4,3
26,125,3,3
27,127,4,4
28,128,0,2
29,132,4,3
30,138,2,3
31,141,1,2
32,143,0,0
33,150,4,4
34,152,3,3
35,154,1,0
36,157,2,4
37,159,3,0
38,161,1,1
39,162,3,0
40,165,2,3
41,166,2,3
42,167,2,3
43,168,1,1
44,171,3,3
45,175,3,1
46,180,0,4
47,180,4,2
48,182,2,2
49,184,3,1
50,185,2,3
51,191,1,3
52,194,0,0
53,199,2,1
54,199,3,0
