,step,vertical_idx,horizontal_idx
0,1,1,3
1,4,1,0
2,8,4,3
3,14,1,2
4,15,2,3
5,19,3,1
6,19,4,4
7,20,1,1
8,22,0,4
9,22,1,4
10,24,4,3
11,25,0,4
12,26,3,0
13,28,4,3
14,29,0,3
15,29,1,4
16,30,0,3
17,34,0,3
18,34,1,2
19,37,0,0
20,37,2,2
21,39,0,3
22,46,3,2
23,48,4,1
24,48,4,4
25,50,0,4
26,64,2,4
27,64,3,2
28,65,0,0
29,67,3,0
30,67,3,1
31,70,0,0
32,71,3,1
33,73,0,1
34,75,0,1
35,83,3,3
36,84,1,3
37,88,0,0
38,95,2,1
39,99,0,0
40,103,2,3
41,105,2,3
42,111,1,3
43,119,0,3
44,124,3,1
45,131,0,0
46,134,3,3
47,136,4,3
48,143,4,1
49,148,0,0
50,156,2,3
51,157,2,4
52,161,2,3
53,165,3,1
54,178,1,1
55,178,4,3
56,187,2,3
57,189,1,1
58,189,1,4
