,step,vertical_idx,horizontal_idx
0,3,2,3
1,6,2,1
2,11,0,2
3,11,4,4
4,16,2,3
5,24,0,0
6,27,3,1
7,30,0,3
8,35,0,3
9,35,1,1
10,35,3,3
11,36,1,1
12,45,1,1
13,47,3,2
14,51,0,4
15,52,1,1
16,58,3,2
17,61,2,1
18,68,1,1
19,69,0,2
20,72,3,1
21,84,0,4
22,88,1,4
23,89,0,2
24,95,1,1
25,101,2,4
26,107,0,3
27,110,1,2
28,111,3,3
29,139,3,1
30,139,4,1
31,143,1,4
32,151,3,1
33,153,2,3
34,154,4,1
35,155,3,2
36,155,4,0
37,161,0,2
38,163,4,3
39,165,0,0
40,170,4,1
41,173,0,2
42,181,3,4
43,182,4,0
44,182,4,4
45,184,3,2
46,188,2,3
47,199,0,0
48,200,0,3
