,step,vertical_idx,horizontal_idx
0,9,3,1
1,11,3,3
2,11,4,4
3,12,2,1
4,21,0,0
5,23,1,0
6,25,0,0
7,28,4,1
8,37,0,3
9,47,1,1
10,51,1,0
11,55,2,3
12,57,3,2
13,58,0,1
14,58,2,4
15,59,3,2
16,62,0,0
17,67,1,2
18,70,3,0
19,72,4,1
20,82,0,2
21,85,3,3
22,86,2,1
23,91,4,3
24,92,1,0
25,106,3,0
26,108,1,2
27,109,2,3
28,110,1,0
29,112,2,3
30,113,4,3
31,114,3,1
32,119,4,3
33,122,0,3
34,125,1,1
35,129,3,0
36,131,1,4
37,132,2,1
38,135,2,2
39,137,2,3
40,137,4,3
41,144,0,0
42,144,3,1
43,144,3,3
44,145,0,3
45,146,1,2
46,149,2,4
47,151,1,0
48,156,1,4
49,166,3,1
50,168,0,4
51,173,4,1
52,196,3,3
