,step,vertical_idx,horizontal_idx
0,4,1,0
1,4,4,4
2,6,1,3
3,6,2,4
4,9,4,4
5,10,3,1
6,14,1,1
7,19,1,3
8,19,4,3
9,36,1,2
10,40,3,2
11,44,1,4
12,45,2,1
13,46,3,0
14,52,0,0
15,58,3,3
16,60,3,1
17,62,0,2
18,62,1,3
19,62,2,2
20,70,2,1
21,70,3,3
22,71,0,4
23,78,4,4
24,96,0,3
25,102,2,1
26,102,3,1
27,107,0,1
28,110,2,3
29,120,1,0
30,122,2,3
31,123,0,3
32,126,4,4
33,128,0,1
34,134,3,3
35,137,0,3
36,145,1,2
37,145,4,0
38,148,2,2
39,159,2,1
40,165,3,0
41,171,2,1
42,182,2,2
43,183,1,2
44,185,0,2
45,186,2,1
