,step,vertical_idx,horizontal_idx
0,5,0,3
1,10,1,2
2,11,0,0
3,26,0,3
4,29,0,2
5,40,2,1
6,40,3,2
7,42,4,1
8,44,2,3
9,46,0,2
10,51,0,4
11,52,3,1
12,53,2,4
13,60,4,3
14,64,0,1
15,71,2,1
16,78,0,0
17,81,0,0
18,82,0,4
19,85,4,4
20,92,3,0
21,94,2,1
22,102,0,2
23,106,2,2
24,108,1,1
25,128,3,2
26,129,2,1
27,130,2,2
28,132,0,4
29,140,2,3
30,141,1,4
31,142,3,0
32,144,0,2
33,146,0,3
34,146,2,2
35,146,4,1
36,147,3,1
37,158,4,4
38,160,2,1
39,160,3,1
40,161,0,1
41,164,0,2
42,165,3,2
43,169,1,3
44,169,4,2
45,172,0,2
46,172,2,1
47,173,1,4
48,173,2,4
49,183,0,2
50,188,0,2
51,193,1,4
52,197,4,3
