,step,vertical_idx,horizontal_idx
0,5,0,3
1,12,2,4
2,12,4,4
3,23,0,0
4,27,1,0
5,32,2,3
6,34,3,2
7,54,0,4
8,56,1,0
9,60,0,1
10,61,0,2
11,63,4,3
12,76,1,1
13,78,0,0
14,78,0,4
15,78,3,1
16,79,2,3
17,86,2,3
18,87,1,0
19,93,2,4
20,95,3,0
21,99,3,1
22,100,4,3
23,104,3,0
24,107,0,1
25,109,0,3
26,110,0,0
27,114,0,4
28,114,3,2
29,116,1,4
30,126,1,2
31,131,4,3
32,132,3,0
33,133,0,4
34,133,2,1
35,136,0,2
36,138,4,0
37,139,1,2
38,139,2,1
39,139,4,2
40,140,1,4
41,149,2,1
42,152,2,3
43,166,3,3
44,171,4,1
45,174,0,0
46,176,3,3
47,178,2,1
48,183,3,2
49,186,1,3
50,189,3,1
