,step,vertical_idx,horizontal_idx
0,2,0,0
1,5,4,4
2,6,0,4
3,18,1,1
4,19,1,1
5,23,4,4
6,26,4,1
7,38,0,1
8,45,3,1
9,51,1,0
10,51,1,2
11,54,2,1
12,54,2,3
13,56,4,3
14,57,3,3
15,59,1,3
16,63,0,4
17,73,0,1
18,75,4,3
19,77,1,2
20,80,2,1
21,90,0,3
22,99,4,3
23,109,4,4
24,111,1,2
25,113,0,4
26,115,1,3
27,117,0,1
28,117,4,3
29,124,4,2
30,126,2,1
31,132,0,0
32,133,4,3
33,134,4,4
34,135,2,4
35,135,3,1
36,138,2,4
37,140,0,2
38,144,0,3
39,145,0,2
40,149,2,1
41,149,2,4
42,153,3,2
43,156,3,1
44,168,3,2
45,170,3,1
46,177,2,4
47,181,2,4
48,182,1,1
49,185,2,1
50,185,4,4
51,186,0,3
52,193,0,4
53,195,0,4
54,199,1,4
55,199,2,1
56,199,3,3
