,step,vertical_idx,horizontal_idx
0,6,0,3
1,6,1,4
2,19,1,2
3,21,2,1
4,21,2,3
5,26,3,4
6,28,2,1
7,45,0,0
8,49,4,4
9,50,3,1
10,51,2,3
11,54,3,3
12,57,3,1
13,60,2,1
14,61,1,3
15,62,4,4
16,67,2,4
17,68,2,4
18,76,1,0
19,79,3,0
20,84,3,3
21,87,3,1
22,96,1,0
23,98,1,3
24,99,1,2
25,111,2,2
26,123,2,1
27,134,2,2
28,140,0,0
29,147,4,4
30,148,2,1
31,149,1,2
32,150,0,4
33,153,3,1
34,163,0,1
35,172,2,3
36,173,3,3
37,173,4,3
38,175,2,4
39,178,0,1
40,179,3,4
41,181,3,1
42,185,1,3
43,191,2,4
44,193,3,3
45,199,3,4
