,step,vertical_idx,horizontal_idx
0,1,0,2
1,6,1,0
2,8,1,1
3,8,4,3
4,12,1,1
5,13,0,4
6,15,0,3
7,15,1,4
8,16,4,1
9,17,0,0
10,17,1,4
11,18,0,2
12,18,0,4
13,20,1,2
14,21,1,2
15,31,0,4
16,33,3,0
17,41,0,0
18,45,0,1
19,46,1,1
20,52,0,4
21,58,4,4
22,59,2,4
23,59,3,2
24,77,3,0
25,81,4,3
26,87,0,4
27,88,2,1
28,91,0,2
29,93,1,4
30,95,4,2
31,99,4,1
32,119,0,2
33,123,4,0
34,128,0,1
35,129,2,1
36,137,4,3
37,144,0,0
38,147,3,1
39,148,2,1
40,149,4,2
41,167,2,3
42,170,1,4
43,184,4,3
44,186,0,4
45,193,3,3
46,194,3,2
47,196,1,3
48,197,0,3
49,199,2,4
