,step,vertical_idx,horizontal_idx
0,8,3,1
1,9,1,2
2,14,2,1
3,18,3,3
4,28,0,3
5,29,3,3
6,30,3,1
7,34,0,0
8,35,1,3
9,36,1,3
10,38,2,1
11,39,0,0
12,39,3,3
13,42,4,3
14,49,3,1
15,49,4,0
16,54,3,2
17,62,2,1
18,64,1,3
19,74,2,1
20,80,1,4
21,86,4,0
22,94,0,2
23,95,2,4
24,102,1,1
25,109,3,1
26,111,0,0
27,111,0,4
28,113,0,0
29,115,0,0
30,115,3,4
31,118,0,4
32,121,2,3
33,127,3,2
34,132,1,2
35,139,0,4
36,145,3,0
37,147,1,4
38,148,0,3
39,149,1,1
40,151,2,2
41,154,3,0
42,154,4,1
43,155,3,3
44,162,2,1
45,169,3,0
46,170,0,0
47,171,4,3
48,172,0,3
49,178,2,1
50,181,3,1
51,185,1,1
52,186,3,2
53,200,4,0
