,step,vertical_idx,horizontal_idx
0,1,2,3
1,3,2,3
2,6,3,3
3,13,3,0
4,18,4,3
5,23,0,4
6,26,2,1
7,30,3,1
8,32,0,3
9,35,2,3
10,39,0,1
11,42,3,0
12,43,4,3
13,51,0,1
14,53,1,4
15,54,1,2
16,59,2,3
17,64,1,3
18,67,2,3
19,69,2,2
20,71,2,4
21,75,3,0
22,76,3,2
23,81,4,2
24,82,0,3
25,83,3,0
26,87,0,4
27,87,2,3
28,92,3,3
29,93,1,2
30,96,0,1
31,99,0,3
32,100,3,1
33,106,1,4
34,112,0,3
35,114,1,4
36,127,0,4
37,128,2,1
38,129,3,3
39,131,3,2
40,135,4,3
41,140,1,1
42,142,3,0
43,144,0,1
44,146,2,3
45,146,3,3
46,149,3,3
47,151,0,4
48,173,0,4
49,181,2,2
50,185,1,3
51,189,3,1
52,197,3,2
53,200,3,0
54,200,4,4
