,step,vertical_idx,horizontal_idx
0,12,4,1
1,13,1,1
2,24,3,4
3,26,1,0
4,33,2,3
5,34,2,1
6,38,2,1
7,39,3,2
8,42,1,1
9,43,2,1
10,46,1,3
11,50,0,1
12,58,3,3
13,64,0,0
14,65,0,1
15,70,1,1
16,77,2,1
17,77,4,4
18,79,0,4
19,82,3,2
20,85,3,1
21,98,1,4
22,101,2,1
23,106,2,3
24,107,4,1
25,108,0,0
26,111,0,3
27,116,1,2
28,116,3,0
29,117,0,0
30,122,0,1
31,124,4,3
32,125,3,0
33,128,0,3
34,129,3,4
35,132,2,4
36,140,2,3
37,140,4,1
38,143,1,1
39,147,0,3
40,150,3,2
41,157,2,4
42,172,1,0
43,177,4,0
44,183,0,1
45,184,1,3
46,184,2,4
47,192,2,3
48,192,3,3
49,195,0,0
50,197,3,3
51,199,3,0
52,200,2,3
