,step,vertical_idx,horizontal_idx
0,5,1,3
1,8,3,1
2,20,3,3
3,27,3,3
4,30,0,2
5,32,3,1
6,39,2,1
7,46,1,3
8,59,4,3
9,60,3,3
10,61,1,4
11,63,0,2
12,65,2,4
13,69,0,3
14,71,3,3
15,74,4,4
16,75,2,3
17,76,3,3
18,81,4,3
19,85,3,3
20,86,3,1
21,92,4,4
22,103,1,1
23,105,0,3
24,111,3,1
25,120,1,0
26,121,4,0
27,122,1,0
28,125,0,3
29,130,1,3
30,131,4,0
31,135,3,1
32,136,0,0
33,137,0,0
34,141,0,3
35,150,1,1
36,153,3,0
37,155,3,1
38,158,4,0
39,161,3,0
40,170,0,2
41,175,0,3
42,177,4,3
43,180,0,3
44,188,3,1
45,191,4,3
46,194,2,4
47,200,4,3
