,step,vertical_idx,horizontal_idx
0,4,4,0
1,5,1,1
2,7,4,1
3,20,3,1
4,23,4,3
5,25,4,1
6,29,1,4
7,29,2,3
8,32,4,4
9,33,0,3
10,40,3,4
11,43,3,2
12,45,3,3
13,49,4,2
14,50,4,0
15,51,4,3
16,53,2,4
17,54,1,3
18,56,4,3
19,69,1,0
20,73,3,0
21,77,0,2
22,77,1,4
23,77,4,0
24,86,3,3
25,92,0,3
26,97,2,4
27,104,1,3
28,106,0,1
29,113,4,1
30,118,0,0
31,132,0,0
32,135,2,4
33,138,2,3
34,142,1,1
35,144,0,4
36,147,0,1
37,147,4,0
38,152,0,3
39,154,2,1
40,154,3,3
41,155,1,4
42,161,0,4
43,165,0,1
44,165,0,4
45,170,4,2
46,175,2,4
47,179,4,4
48,188,3,2
49,189,0,0
50,190,3,0
51,195,4,2
52,196,1,2
53,196,3,0
