,step,vertical_idx,horizontal_idx
0,2,1,4
1,3,0,4
2,4,4,3
3,11,0,1
4,13,2,4
5,14,0,4
6,18,4,0
7,36,1,4
8,37,3,0
9,38,0,1
10,39,4,0
11,42,3,3
12,47,4,1
13,61,3,2
14,66,1,1
15,67,1,3
16,69,0,2
17,72,0,3
18,74,2,3
19,83,3,4
20,84,4,1
21,85,4,1
22,86,1,4
23,88,0,4
24,91,2,1
25,92,2,4
26,92,4,0
27,94,1,3
28,99,1,4
29,101,4,0
30,112,3,0
31,115,4,1
32,119,1,2
33,121,1,4
34,123,0,1
35,127,1,2
36,127,4,3
37,138,3,3
38,140,1,4
39,153,4,3
40,155,2,1
41,167,1,2
42,171,2,4
43,175,4,3
44,177,3,3
45,179,1,4
46,180,1,3
47,181,2,1
48,184,4,1
49,185,4,4
50,191,1,0
51,195,4,2
52,195,4,3
53,198,1,3
