,step,vertical_idx,horizontal_idx
0,3,4,3
1,5,0,4
2,6,0,2
3,6,1,2
4,8,3,0
5,8,4,4
6,11,3,0
7,13,4,4
8,25,0,2
9,40,0,3
10,44,0,1
11,55,0,0
12,58,0,2
13,61,4,4
14,67,0,4
15,75,0,4
16,76,4,0
17,77,4,2
18,82,1,2
19,85,3,2
20,86,0,0
21,86,1,1
22,89,2,3
23,92,2,2
24,93,1,4
25,95,2,1
26,98,2,3
27,102,4,1
28,103,0,2
29,110,1,3
30,110,4,4
31,117,0,2
32,118,2,1
33,119,3,3
34,127,2,4
35,133,3,0
36,134,4,4
37,137,0,2
38,140,1,4
39,142,3,3
40,143,0,2
41,148,4,0
42,158,3,4
43,173,4,3
44,176,0,1
45,176,3,3
46,182,1,0
47,185,0,4
48,186,0,4
49,197,1,2
50,199,2,2
