,step,vertical_idx,horizontal_idx
0,3,4,4
1,10,4,1
2,11,4,2
3,14,4,4
4,15,4,4
5,27,3,4
6,31,0,1
7,31,2,2
8,34,3,4
9,36,4,1
10,42,4,4
11,45,4,3
12,51,0,4
13,53,1,3
14,57,0,2
15,57,2,4
16,58,0,2
17,64,0,2
18,71,0,2
19,72,1,3
20,82,3,1
21,85,1,2
22,95,0,3
23,96,1,1
24,97,0,3
25,97,3,3
26,98,3,3
27,107,4,4
28,118,0,1
29,121,3,4
30,124,4,1
31,137,1,4
32,152,0,3
33,155,2,1
34,156,0,3
35,157,3,1
36,162,4,4
37,163,3,1
38,164,3,4
39,165,3,2
40,169,2,4
41,169,3,3
42,171,2,2
43,173,2,4
44,181,3,4
45,182,4,4
46,184,3,0
47,186,2,3
48,187,3,3
49,190,0,1
50,193,1,4
51,194,1,1
52,196,4,2
