,step,vertical_idx,horizontal_idx
0,1,4,2
1,6,0,4
2,9,4,3
3,12,2,1
4,12,2,2
5,12,3,0
6,12,4,2
7,14,2,4
8,15,1,2
9,15,4,2
10,19,2,4
11,20,4,2
12,21,1,1
13,32,0,0
14,35,0,3
15,37,3,0
16,37,3,4
17,44,3,4
18,46,2,3
19,56,2,2
20,60,0,4
21,62,1,4
22,71,0,2
23,72,2,2
24,90,0,0
25,91,3,2
26,93,4,3
27,95,2,1
28,100,2,4
29,102,1,0
30,112,0,3
31,115,4,1
32,118,4,2
33,126,0,3
34,129,1,2
35,131,1,3
36,132,4,3
37,134,3,0
38,140,4,0
39,145,0,1
40,151,1,1
41,155,1,4
42,156,0,1
43,156,0,4
44,157,3,1
45,164,1,3
46,167,4,0
47,173,3,0
48,186,1,4
49,193,1,3
50,194,1,3
51,199,0,1
52,200,3,1
