,step,vertical_idx,horizontal_idx
0,22,0,3
1,23,2,1
2,36,0,0
3,45,0,2
4,47,0,4
5,48,0,1
6,48,2,3
7,57,0,2
8,59,0,3
9,60,4,4
10,66,1,3
11,70,4,2
12,81,3,4
13,82,1,1
14,94,2,3
15,95,3,0
16,97,2,1
17,97,3,4
18,98,4,4
19,102,0,4
20,106,2,3
21,109,1,4
22,117,1,4
23,119,4,1
24,121,4,4
25,132,4,4
26,133,1,2
27,134,1,4
28,135,4,4
29,140,3,1
30,145,3,0
31,147,1,2
32,151,4,1
33,152,2,4
34,164,2,3
35,173,1,0
36,174,3,1
37,176,0,2
38,181,2,4
39,184,4,3
40,188,4,3
41,189,0,1
42,190,2,4
43,191,1,4
44,192,0,1
45,193,1,3
46,196,3,2
47,199,4,2
48,200,2,1
49,200,4,1
