,step,vertical_idx,horizontal_idx
0,4,2,1
1,5,3,4
2,10,2,1
3,12,4,1
4,14,1,4
5,15,0,2
6,15,2,1
7,16,1,0
8,19,2,2
9,22,2,3
10,24,3,2
11,25,4,4
12,26,2,3
13,33,3,3
14,35,0,0
15,35,2,4
16,38,1,2
17,38,2,1
18,54,1,2
19,58,0,4
20,58,2,4
21,60,2,3
22,64,3,2
23,69,1,4
24,77,3,4
25,84,1,3
26,87,2,2
27,96,1,4
28,96,2,2
29,98,2,3
30,103,1,1
31,104,3,1
32,109,2,4
33,112,2,1
34,113,1,3
35,119,2,3
36,130,2,3
37,133,3,1
38,140,3,3
39,143,2,2
40,148,3,1
41,150,1,3
42,151,3,3
43,153,0,3
44,153,1,2
45,155,3,2
46,161,2,2
47,169,0,1
48,173,1,4
49,173,3,1
50,174,1,1
51,183,2,2
52,183,3,2
53,188,1,1
54,188,3,0
55,189,4,1
56,193,1,0
57,194,1,2
58,198,1,2
