,step,vertical_idx,horizontal_idx
0,1,2,2
1,1,3,2
2,4,1,2
3,11,3,2
4,15,0,3
5,16,1,4
6,29,3,0
7,30,0,1
8,35,1,4
9,40,1,2
10,43,4,1
11,45,1,3
12,46,3,2
13,47,1,0
14,48,0,2
15,49,2,1
16,49,2,4
17,51,3,3
18,61,2,3
19,62,1,2
20,73,2,2
21,80,2,4
22,82,1,1
23,84,2,4
24,87,2,2
25,87,2,3
26,88,2,2
27,96,2,4
28,100,2,2
29,105,0,2
30,109,3,2
31,116,2,1
32,118,1,4
33,121,2,4
34,122,4,3
35,126,0,2
36,126,1,0
37,127,2,4
38,144,2,3
39,146,4,3
40,152,3,4
41,165,2,2
42,165,2,3
43,169,4,2
44,173,3,3
45,178,0,2
46,186,0,4
47,186,2,2
48,199,1,2
