,step,vertical_idx,horizontal_idx
0,2,1,3
1,3,1,1
2,6,1,3
3,10,0,4
4,12,0,4
5,13,1,4
6,16,4,2
7,24,3,3
8,33,1,1
9,35,4,0
10,36,0,0
11,38,1,3
12,43,2,3
13,45,2,2
14,49,1,3
15,53,1,0
16,54,2,1
17,55,0,0
18,55,1,4
19,57,1,1
20,57,2,3
21,59,2,1
22,64,0,2
23,66,3,4
24,77,1,1
25,78,1,1
26,80,1,0
27,81,4,0
28,84,0,0
29,86,2,4
30,87,2,3
31,91,3,2
32,93,4,0
33,99,4,3
34,104,4,0
35,112,3,2
36,113,2,3
37,118,2,4
38,119,3,1
39,123,1,4
40,128,2,4
41,154,3,3
42,167,3,2
43,169,0,4
44,174,1,0
45,180,1,0
46,180,2,1
47,182,1,2
48,196,3,3
49,199,0,1
