,step,vertical_idx,horizontal_idx
0,4,1,0
1,23,0,4
2,25,3,0
3,25,3,4
4,27,1,0
5,31,2,4
6,35,2,3
7,40,3,3
8,44,2,1
9,50,1,0
10,56,1,2
11,62,4,1
12,63,1,3
13,63,2,1
14,73,3,2
15,87,3,1
16,95,1,2
17,95,2,4
18,98,0,1
19,99,2,3
20,112,2,4
21,120,3,4
22,124,0,0
23,124,0,1
24,125,2,3
25,126,0,4
26,127,0,1
27,127,3,1
28,132,2,1
29,135,1,0
30,135,3,1
31,136,1,2
32,148,2,3
33,150,2,4
34,157,1,0
35,166,2,2
36,167,2,2
37,167,3,3
38,170,2,1
39,174,2,3
40,175,4,3
41,181,2,4
42,189,2,4
43,190,1,1
44,193,2,1
45,193,3,0
