,step,vertical_idx,horizontal_idx
0,1,1,0
1,2,2,1
2,3,0,1
3,6,3,2
4,11,4,3
5,12,2,3
6,14,1,4
7,16,0,3
8,23,2,4
9,24,2,1
10,24,2,2
11,25,2,1
12,26,1,1
13,36,2,3
14,46,0,0
15,48,2,2
16,49,3,1
17,51,3,0
18,65,0,3
19,66,2,1
20,67,2,4
21,71,1,4
22,74,3,3
23,80,3,1
24,87,4,3
25,99,1,2
26,101,3,0
27,102,2,2
28,102,3,0
29,107,3,2
30,113,1,3
31,115,1,1
32,124,3,3
33,132,0,3
34,133,2,2
35,139,3,4
36,149,2,4
37,150,2,4
38,152,1,3
39,164,1,0
40,166,2,2
41,168,4,1
42,170,2,1
43,172,4,2
44,173,1,2
45,181,3,1
46,184,2,1
47,186,1,2
48,187,0,4
49,199,4,1
50,200,2,3
