,step,vertical_idx,horizontal_idx
0,5,1,4
1,5,3,1
2,8,2,3
3,19,3,4
4,21,3,3
5,22,3,4
6,22,4,1
7,24,3,4
8,25,2,2
9,30,2,3
10,34,0,1
11,45,1,4
12,52,3,3
13,54,1,4
14,55,1,4
15,57,0,0
16,64,0,0
17,67,1,4
18,69,4,3
19,72,3,4
20,75,2,4
21,79,3,2
22,82,1,3
23,83,3,4
24,84,1,3
25,87,2,3
26,95,3,0
27,100,1,4
28,101,1,2
29,101,3,4
30,103,0,2
31,105,2,1
32,108,2,3
33,109,0,3
34,109,1,2
35,115,0,3
36,135,3,4
37,137,2,2
38,141,0,3
39,143,3,1
40,144,1,4
41,149,1,4
42,154,4,1
43,156,0,4
44,160,3,2
45,161,2,2
46,170,2,4
47,179,2,1
48,182,3,0
49,187,2,1
50,190,4,0
51,191,2,4
52,192,1,1
53,195,1,0
54,196,2,2
55,197,2,1
