,step,vertical_idx,horizontal_idx
0,2,3,0
1,7,2,2
2,8,0,0
3,9,1,0
4,22,2,1
5,24,4,3
6,26,3,0
7,28,3,4
8,30,2,1
9,33,1,0
10,34,3,2
11,46,1,4
12,48,1,0
13,48,2,1
14,48,3,3
15,49,2,1
16,62,0,1
17,62,3,3
18,70,1,0
19,75,3,2
20,76,2,3
21,81,0,3
22,82,2,1
23,83,3,1
24,91,1,0
25,91,2,4
26,113,4,2
27,117,1,3
28,123,1,4
29,129,2,2
30,130,1,3
31,138,0,1
32,141,3,0
33,144,3,0
34,145,1,1
35,149,3,3
36,156,3,3
37,156,4,4
38,162,3,1
39,167,0,4
40,167,1,1
41,171,1,0
42,176,4,2
43,181,1,0
44,185,0,0
45,185,3,4
46,187,3,1
47,189,3,1
48,193,2,4
49,199,1,0
