,step,vertical_idx,horizontal_idx
0,5,4,3
1,7,3,2
2,7,4,0
3,8,0,4
4,10,1,1
5,20,1,3
6,23,3,0
7,25,3,3
8,27,0,3
9,28,3,4
10,30,1,4
11,35,3,1
12,36,0,1
13,37,3,0
14,38,4,4
15,44,1,3
16,50,2,3
17,52,1,4
18,58,0,4
19,61,3,1
20,65,3,4
21,66,4,1
22,67,2,2
23,72,0,0
24,76,3,1
25,80,0,1
26,81,4,0
27,82,4,3
28,93,2,3
29,98,1,3
30,99,4,1
31,100,3,1
32,104,3,1
33,106,3,2
34,107,2,4
35,107,3,4
36,114,3,0
37,115,4,3
38,117,4,1
39,118,1,1
40,120,1,1
41,127,1,2
42,127,2,4
43,132,3,4
44,136,2,1
45,138,0,3
46,146,4,4
47,154,1,3
48,158,2,3
49,169,0,4
50,170,1,3
51,175,0,4
52,181,2,2
53,183,0,4
54,184,4,2
55,187,1,2
56,192,0,0
