,step,vertical_idx,horizontal_idx
0,19,0,4
1,27,2,2
2,28,4,3
3,32,1,1
4,33,3,3
5,38,0,2
6,40,4,3
7,43,2,4
8,47,1,2
9,54,3,3
10,56,3,2
11,59,0,3
12,60,3,4
13,62,2,2
14,65,0,3
15,68,0,4
16,68,3,2
17,69,1,4
18,73,3,2
19,84,4,0
20,84,4,3
21,90,3,4
22,91,3,2
23,99,0,1
24,99,2,3
25,107,0,4
26,108,1,2
27,112,2,4
28,116,4,3
29,119,1,3
30,128,4,4
31,139,4,0
32,144,1,3
33,152,0,4
34,152,4,1
35,157,3,3
36,166,4,1
37,166,0,4
38,168,0,3
39,173,4,0
40,175,0,4
41,175,4,3
42,176,0,1
43,186,4,2
44,189,0,0
45,196,0,3
46,199,1,3
47,199,4,2
48,200,1,0
