,step,vertical_idx,horizontal_idx
0,5,0,4
1,10,4,1
2,13,4,2
3,14,1,2
4,28,3,3
5,30,4,3
6,32,1,2
7,36,2,4
8,39,4,2
9,67,4,2
10,69,0,3
11,79,0,4
12,80,1,2
13,83,4,3
14,86,4,3
15,87,3,4
16,99,1,1
17,100,0,1
18,102,0,0
19,104,3,3
20,123,0,1
21,124,0,0
22,125,1,3
23,133,4,1
24,134,3,0
25,135,3,1
26,137,1,4
27,139,1,2
28,142,1,0
29,143,3,1
30,146,2,2
31,149,0,3
32,152,1,2
33,157,2,1
34,158,1,3
35,164,1,3
36,165,2,4
37,179,1,1
38,180,4,2
39,181,1,4
40,182,3,1
41,187,4,1
42,191,0,0
43,191,3,3
44,192,3,2
45,194,2,2
46,195,0,0
