,step,vertical_idx,horizontal_idx
0,1,1,1
1,3,2,3
2,10,3,0
3,17,0,2
4,22,3,1
5,27,2,1
6,42,2,1
7,43,3,3
8,44,4,3
9,47,2,2
10,54,1,3
11,58,4,3
12,62,3,2
13,68,0,2
14,69,4,2
15,71,3,2
16,74,1,2
17,77,2,3
18,80,4,2
19,81,2,1
20,82,3,0
21,83,1,3
22,83,2,3
23,84,2,2
24,88,1,0
25,89,0,0
26,93,0,0
27,93,2,1
28,93,4,1
29,94,0,0
30,94,4,3
31,96,0,1
32,98,4,3
33,99,3,2
34,103,1,2
35,103,2,2
36,104,0,1
37,110,4,3
38,111,2,1
39,114,2,3
40,116,1,1
41,126,2,1
42,127,3,0
43,130,0,1
44,131,0,1
45,132,2,3
46,141,2,3
47,146,3,4
48,150,1,0
49,157,4,3
50,168,1,3
51,169,3,1
52,177,1,3
53,177,2,1
54,182,2,4
55,183,4,1
56,189,1,1
57,189,3,3
58,190,3,3
59,193,4,0
