,step,vertical_idx,horizontal_idx
0,9,3,0
1,10,0,2
2,10,2,1
3,12,2,3
4,12,3,1
5,15,2,1
6,19,3,0
7,22,3,3
8,25,0,1
9,26,0,2
10,26,2,1
11,26,4,0
12,30,2,4
13,33,2,1
14,33,4,0
15,34,4,0
16,43,1,4
17,45,0,2
18,46,2,3
19,58,2,3
20,59,3,2
21,65,0,1
22,65,2,1
23,68,0,0
24,69,0,1
25,71,1,3
26,84,2,1
27,88,4,0
28,89,4,4
29,90,2,2
30,96,3,3
31,100,2,1
32,102,2,1
33,106,2,2
34,108,1,1
35,114,1,1
36,133,2,4
37,138,1,3
38,142,4,4
39,146,1,2
40,146,1,4
41,153,1,3
42,153,2,2
43,160,1,3
44,165,1,1
45,166,0,3
46,166,3,3
47,174,4,4
48,177,2,1
49,178,1,1
50,188,2,2
51,194,1,0
52,199,3,1
53,200,1,2
54,200,1,4
