,step,vertical_idx,horizontal_idx
0,4,0,0
1,7,1,1
2,9,1,2
3,10,3,3
4,13,0,4
5,14,0,1
6,15,3,1
7,29,1,1
8,30,0,1
9,30,4,2
10,31,2,2
11,34,1,2
12,43,1,3
13,44,2,3
14,48,1,1
15,49,2,1
16,51,1,0
17,51,1,1
18,60,0,2
19,60,2,4
20,61,4,1
21,62,0,4
22,65,3,4
23,67,3,1
24,70,1,4
25,74,0,1
26,75,3,1
27,83,2,4
28,84,0,3
29,88,0,3
30,88,4,1
31,90,2,3
32,94,2,1
33,99,1,3
34,100,2,3
35,102,2,4
36,105,2,2
37,110,4,2
38,110,4,4
39,113,4,4
40,114,2,2
41,125,4,3
42,129,0,4
43,140,3,1
44,144,2,2
45,147,1,2
46,147,2,2
47,149,2,2
48,155,3,2
49,156,3,4
50,160,4,1
51,168,1,1
52,172,0,4
53,172,1,1
54,175,3,1
55,177,1,1
56,183,2,1
57,186,3,2
58,188,3,4
