,step,vertical_idx,horizontal_idx
0,1,2,2
1,6,3,0
2,8,4,3
3,11,1,2
4,14,1,1
5,15,3,1
6,18,4,1
7,23,3,3
8,26,2,3
9,27,1,1
10,28,1,2
11,32,3,3
12,35,0,0
13,36,2,2
14,49,1,4
15,53,3,2
16,59,1,3
17,65,0,3
18,68,2,1
19,70,3,2
20,76,4,1
21,77,1,2
22,77,3,0
23,83,4,4
24,85,1,2
25,87,3,3
26,89,1,1
27,90,2,2
28,92,1,2
29,96,4,4
30,99,4,2
31,101,4,0
32,106,0,2
33,113,1,2
34,114,2,3
35,122,1,1
36,124,3,2
37,131,0,3
38,140,4,2
39,152,2,1
40,156,2,2
41,158,2,1
42,160,2,2
43,161,3,0
44,162,2,2
45,163,3,1
46,168,2,2
47,170,1,2
48,172,4,3
49,174,2,2
50,174,3,4
51,178,1,3
52,185,1,2
53,195,4,2
54,197,3,3
55,199,0,0
